"step","time","part","epoch","loss","lr"
10,"2024-07-15 03:34:51.576479","train",0,0.6109470129013062,0.0003507666911923557
20,"2024-07-15 03:34:56.385815","train",1,0.6047893762588501,0.00035906309878275776
30,"2024-07-15 03:34:59.856580","train",1,0.5967750549316406,0.0003728782296688101
40,"2024-07-15 03:35:04.553531","train",2,0.5927212834358215,0.000392193778198718
50,"2024-07-15 03:35:08.024337","train",2,0.5905936360359192,0.0004169841504270827
60,"2024-07-15 03:35:12.752818","train",3,0.5871529579162598,0.0004472164980279941
70,"2024-07-15 03:35:16.251060","train",3,0.5813565254211426,0.000482850761820499
80,"2024-07-15 03:35:21.047702","train",4,0.5773099660873413,0.0005238397248487625
90,"2024-07-15 03:35:24.397642","train",4,0.5741870403289795,0.0005701290749466001
100,"2024-07-15 03:35:29.407937","train",5,0.5678627490997314,0.0006216574767034713
110,"2024-07-15 03:35:34.230640","train",6,0.5643472075462341,0.0006783566527365659
120,"2024-07-15 03:35:37.763750","train",6,0.5572359561920166,0.0007401514741613349
130,"2024-07-15 03:35:42.572860","train",7,0.5520875453948975,0.0008069600601405321
140,"2024-07-15 03:35:46.102727","train",7,0.5444847345352173,0.0008786938863799033
150,"2024-07-15 03:35:50.841211","train",8,0.5379024744033813,0.0009552579024267411
160,"2024-07-15 03:35:54.379959","train",8,0.5307188630104065,0.0010365506576158904
170,"2024-07-15 03:35:59.309215","train",9,0.5204698443412781,0.001122464435496305
180,"2024-07-15 03:36:02.690725","train",9,0.5099738836288452,0.00121288539656005
190,"2024-07-15 03:36:07.753040","train",10,0.5004067420959473,0.001307693729084629
200,"2024-07-15 03:36:12.698403","train",11,0.48790526390075684,0.001406763807888736
210,"2024-07-15 03:36:16.256263","train",11,0.4755944609642029,0.0015099643607911235
220,"2024-07-15 03:36:21.142818","train",12,0.4606287479400635,0.001617158642551961
230,"2024-07-15 03:36:24.691519","train",12,0.4461962580680847,0.001728204616066261
240,"2024-07-15 03:36:29.544222","train",13,0.4316551685333252,0.0018429551405692362
250,"2024-07-15 03:36:33.091545","train",13,0.41345012187957764,0.0019612581666042517
260,"2024-07-15 03:36:38.020595","train",14,0.394661545753479,0.002082956937494983
270,"2024-07-15 03:36:41.413156","train",14,0.3732283115386963,0.0022078901970548686
280,"2024-07-15 03:36:46.590838","train",15,0.3533018231391907,0.002335892403258596
290,"2024-07-15 03:36:51.487449","train",16,0.3312043249607086,0.002466793947592507
300,"2024-07-15 03:36:55.036590","train",16,0.3079081177711487,0.0026004213797933056
310,"2024-07-15 03:36:59.893565","train",17,0.2863171100616455,0.0027365976376772117
320,"2024-07-15 03:37:03.445800","train",17,0.26584798097610474,0.0028751422817551
330,"2024-07-15 03:37:08.399796","train",18,0.24665066599845886,0.003015871734322698
340,"2024-07-15 03:37:11.955386","train",18,0.22256691753864288,0.003158599522709066
350,"2024-07-15 03:37:16.887510","train",19,0.20802220702171326,0.0033031365263610276
360,"2024-07-15 03:37:20.286453","train",19,0.19272838532924652,0.003449291227436163
370,"2024-07-15 03:37:25.373449","train",20,0.1742694079875946,0.0035968699645723126
380,"2024-07-15 03:37:30.282677","train",21,0.16690099239349365,0.003745677189497346
390,"2024-07-15 03:37:33.837679","train",21,0.15795642137527466,0.0038955157261391536
400,"2024-07-15 03:37:38.751865","train",22,0.15770196914672852,0.004046187031892565
410,"2024-07-15 03:37:42.306389","train",22,0.1397130936384201,0.004197491460696957
420,"2024-07-15 03:37:47.202640","train",23,0.1323259174823761,0.004349228527576026
430,"2024-07-15 03:37:50.778703","train",23,0.1255086064338684,0.004501197174289112
440,"2024-07-15 03:37:55.684853","train",24,0.12122347950935364,0.004653196035742167
450,"2024-07-15 03:37:59.096830","train",24,0.11760494112968445,0.004805023706805293
460,"2024-07-15 03:38:04.282745","train",25,0.11032883822917938,0.004956479009183331
470,"2024-07-15 03:38:09.196196","train",26,0.10763690620660782,0.005107361257985897
480,"2024-07-15 03:38:12.758617","train",26,0.10490640997886658,0.005257470527643621
490,"2024-07-15 03:38:17.656926","train",27,0.10497775673866272,0.0054066079168182575
500,"2024-07-15 03:38:21.220319","train",27,0.09762946516275406,0.005554575811955651
510,"2024-07-15 03:38:26.168224","train",28,0.09134447574615479,0.0057011781491323205
520,"2024-07-15 03:38:29.734144","train",28,0.1022682785987854,0.0058462206738487225
530,"2024-07-15 03:38:34.662356","train",29,0.08978311717510223,0.0059895111984249495
540,"2024-07-15 03:38:38.065736","train",29,0.09375718235969543,0.006130859856657792
550,"2024-07-15 03:38:43.149730","train",30,0.08574472367763519,0.006270079355401763
560,"2024-07-15 03:38:48.064857","train",31,0.08319124579429626,0.0064069852227406875
570,"2024-07-15 03:38:51.627719","train",31,0.0829503983259201,0.00654139605242104
580,"2024-07-15 03:38:56.505458","train",32,0.0742301344871521,0.006673133744223172
590,"2024-07-15 03:39:00.072635","train",32,0.07714876532554626,0.006802023739951868
600,"2024-07-15 03:39:05.042927","train",33,0.07561469078063965,0.006927895254733578
610,"2024-07-15 03:39:08.609995","train",33,0.0705028772354126,0.007050581503313845
620,"2024-07-15 03:39:13.586774","train",34,0.06616707891225815,0.007169919921055036
630,"2024-07-15 03:39:17.003145","train",34,0.07912850379943848,0.007285752379341602
640,"2024-07-15 03:39:22.112112","train",35,0.0999322161078453,0.0073979253951073866
650,"2024-07-15 03:39:27.018322","train",36,0.08648215234279633,0.007506290334207397
660,"2024-07-15 03:39:30.584225","train",36,0.0709088146686554,0.007610703608364547
670,"2024-07-15 03:39:35.473476","train",37,0.060801275074481964,0.007711026865430375
680,"2024-07-15 03:39:39.050512","train",37,0.07061698287725449,0.007807127172707706
690,"2024-07-15 03:39:43.924107","train",38,0.06693214178085327,0.007898877193092261
700,"2024-07-15 03:39:47.490420","train",38,0.056641072034835815,0.007986155353799896
710,"2024-07-15 03:39:52.456021","train",39,0.05336245149374008,0.008068846007455843
720,"2024-07-15 03:39:55.873927","train",39,0.06408705562353134,0.008146839585332534
730,"2024-07-15 03:40:00.985938","train",40,0.06722414493560791,0.008220032742532954
